claim_id,rating_group,accident_year,accident_date,report_date,close_date,status
CLM-001143,A,2023,2023-03-21,2023-07-13,2024-02-08,Closed
CLM-001144,A,2023,2023-06-22,2023-07-19,2024-07-05,Closed
CLM-001145,A,2023,2023-02-08,2023-02-15,2024-07-17,Closed
CLM-001146,A,2023,2023-11-04,2023-11-15,,Open
CLM-001147,A,2023,2023-07-06,2023-08-03,2024-07-13,Closed
CLM-001148,A,2023,2023-12-01,2024-01-21,,Open
CLM-001149,A,2023,2023-07-03,2023-07-11,,Open
CLM-001150,A,2023,2023-04-21,2023-05-09,2025-03-12,Closed
CLM-001151,A,2023,2023-07-07,2023-07-29,2025-10-22,Closed
CLM-001152,A,2023,2023-02-26,2023-04-03,2024-08-11,Closed
CLM-001153,A,2023,2023-10-28,2023-11-12,2024-11-21,Closed
CLM-001154,A,2023,2023-09-20,2023-09-26,2024-08-02,Closed
CLM-001155,A,2023,2023-02-23,2023-03-25,2023-07-21,Closed
CLM-001156,A,2023,2023-08-01,2023-09-13,2024-03-31,Closed
CLM-001157,A,2023,2023-07-16,2023-08-03,2024-08-03,Closed
CLM-001158,A,2023,2023-03-15,2023-04-10,,Open
CLM-001159,A,2023,2023-02-14,2023-02-28,2024-07-22,Closed
CLM-001160,A,2023,2023-10-05,2023-10-16,2025-08-16,Closed
CLM-001161,A,2023,2023-04-07,2023-05-18,2025-12-25,Closed
CLM-001162,A,2023,2023-07-09,2023-08-04,2024-11-28,Closed
CLM-001163,A,2023,2023-04-01,2023-04-29,2024-09-19,Closed
CLM-001164,A,2023,2023-08-27,2023-10-23,,Open
CLM-001165,A,2023,2023-01-18,2023-01-27,,Open
CLM-001166,A,2023,2023-05-12,2023-05-25,2024-12-28,Closed
CLM-001167,A,2023,2023-07-19,2023-08-10,2025-01-07,Closed
CLM-001168,A,2023,2023-06-10,2023-06-23,2024-12-25,Closed
CLM-001169,A,2023,2023-08-12,2023-09-15,2025-01-05,Closed
CLM-001170,A,2023,2023-03-07,2023-03-24,2025-04-22,Closed
CLM-001171,A,2023,2023-06-11,2023-06-20,,Open
CLM-001172,A,2023,2023-10-04,2023-10-24,2025-09-11,Closed
CLM-001173,A,2023,2023-05-02,2023-05-24,2024-12-31,Closed
CLM-001174,A,2023,2023-02-27,2023-04-06,2025-05-07,Closed
CLM-001175,A,2023,2023-11-06,2023-12-02,,Open
CLM-001176,A,2023,2023-10-12,2023-11-08,,Open
CLM-001177,A,2023,2023-09-06,2023-10-01,2025-08-05,Closed
CLM-001178,A,2023,2023-10-19,2023-11-05,2024-07-29,Closed
CLM-001179,A,2023,2023-10-12,2023-10-24,2025-11-28,Closed
CLM-001180,A,2023,2023-09-30,2023-10-24,2025-06-29,Closed
CLM-001181,A,2023,2023-07-05,2023-07-20,,Open
CLM-001182,A,2023,2023-01-08,2023-03-14,2025-06-04,Closed
CLM-001183,A,2023,2023-08-06,2023-09-26,2025-05-27,Closed
CLM-001184,A,2023,2023-04-10,2023-05-11,2025-04-30,Closed
CLM-001185,A,2023,2023-10-10,2023-11-05,2024-06-07,Closed
CLM-001186,A,2023,2023-06-20,2023-07-08,2025-07-22,Closed
CLM-001187,A,2023,2023-11-27,2023-12-05,2025-01-30,Closed
CLM-001188,A,2023,2023-08-06,2023-08-23,,Open
CLM-001189,A,2023,2023-07-20,2023-08-10,,Open
CLM-001190,A,2023,2023-12-02,2023-12-25,2025-11-19,Closed
CLM-001191,A,2023,2023-06-23,2023-07-20,2024-12-16,Closed
CLM-001192,A,2023,2023-05-18,2023-06-25,2025-05-22,Closed
CLM-001193,A,2023,2023-05-16,2023-05-28,2025-04-07,Closed
CLM-001194,A,2023,2023-11-16,2023-11-28,2025-05-10,Closed
CLM-001195,A,2023,2023-10-04,2023-11-28,2025-09-25,Closed
CLM-001196,A,2023,2023-03-01,2023-04-04,2024-12-07,Closed
CLM-001197,A,2023,2023-06-29,2023-07-14,2024-02-11,Closed
CLM-001198,A,2023,2023-05-16,2023-06-03,2024-12-19,Closed
CLM-001199,A,2023,2023-08-25,2023-09-12,2024-12-12,Closed
CLM-001200,A,2023,2023-01-20,2023-02-09,2024-01-18,Closed
CLM-001201,A,2023,2023-09-18,2023-10-15,2024-11-07,Closed
CLM-001202,A,2023,2023-09-29,2024-01-24,2025-07-02,Closed
CLM-001203,A,2023,2023-03-24,2023-04-15,2024-10-06,Closed
CLM-001204,A,2023,2023-02-24,2023-03-27,,Open
CLM-001205,A,2023,2023-08-18,2023-08-24,2024-09-30,Closed
CLM-001206,A,2023,2023-04-04,2023-04-18,2024-10-13,Closed
CLM-001207,A,2023,2023-12-10,2024-01-26,,Open
CLM-001208,A,2023,2023-10-10,2023-11-05,,Open
CLM-001209,A,2023,2023-12-15,2023-12-15,2025-06-23,Closed
CLM-001210,A,2023,2023-07-15,2023-08-16,2024-05-29,Closed
CLM-001211,A,2023,2023-12-09,2024-02-23,2025-06-14,Closed
CLM-001212,A,2023,2023-01-06,2023-01-10,2024-10-16,Closed
CLM-001213,A,2023,2023-04-16,2023-06-12,,Open
CLM-001214,A,2023,2023-01-01,2023-01-03,2025-08-21,Closed
CLM-001215,A,2023,2023-09-05,2023-10-13,2024-06-21,Closed
CLM-001216,A,2023,2023-07-06,2023-07-25,2024-07-21,Closed
CLM-001217,A,2023,2023-04-15,2023-04-18,2025-11-11,Closed
CLM-001218,A,2023,2023-04-22,2023-05-19,2025-01-22,Closed
CLM-001219,A,2023,2023-08-23,2023-10-06,,Open
CLM-001220,A,2023,2023-03-07,2023-04-01,2025-05-14,Closed
CLM-001221,A,2023,2023-07-07,2023-08-06,,Open
CLM-001222,A,2023,2023-08-12,2023-08-26,2025-10-10,Closed
CLM-001223,A,2023,2023-03-29,2023-04-03,2025-10-04,Closed
CLM-001224,A,2023,2023-03-25,2023-04-26,2023-10-16,Closed
CLM-001225,A,2023,2023-05-10,2023-07-17,2025-10-28,Closed
CLM-001226,A,2023,2023-08-05,2023-09-18,2025-07-20,Closed
CLM-001227,A,2023,2023-04-03,2023-04-07,2025-01-02,Closed
CLM-001228,A,2023,2023-05-19,2023-05-25,,Open
CLM-001229,A,2023,2023-07-18,2023-07-29,2025-05-25,Closed
CLM-001230,A,2023,2023-03-10,2023-03-16,2025-06-07,Closed
CLM-001231,A,2023,2023-07-27,2023-08-16,2025-01-17,Closed
CLM-001232,A,2023,2023-02-20,2023-03-18,2024-07-21,Closed
CLM-001233,A,2023,2023-02-22,2023-03-01,2025-01-21,Closed
CLM-001234,A,2023,2023-03-28,2023-05-01,2024-09-21,Closed
CLM-001235,A,2023,2023-04-15,2023-05-15,2024-09-01,Closed
CLM-001236,A,2023,2023-01-11,2023-01-24,2024-05-29,Closed
CLM-001237,A,2023,2023-12-17,2024-01-03,2025-08-15,Closed
CLM-001238,A,2023,2023-04-23,2023-04-28,2025-09-12,Closed
CLM-001239,A,2023,2023-10-21,2023-11-05,2025-02-17,Closed
CLM-001240,A,2023,2023-11-26,2023-12-16,2025-02-04,Closed
CLM-001241,A,2023,2023-10-20,2023-11-11,2024-09-23,Closed
CLM-001242,A,2023,2023-10-31,2023-11-26,2025-03-26,Closed
CLM-001243,A,2023,2023-02-06,2023-03-01,2025-04-14,Closed
CLM-001244,A,2023,2023-05-16,2023-06-01,2024-01-09,Closed
CLM-001245,A,2023,2023-09-30,2023-10-24,,Open
CLM-001246,A,2023,2023-07-30,2023-09-08,,Open
CLM-001247,A,2023,2023-01-03,2023-01-21,2024-08-16,Closed
CLM-001248,A,2023,2023-07-27,2023-08-20,2024-04-26,Closed
CLM-001249,A,2023,2023-10-21,2023-11-07,2025-01-19,Closed
CLM-001250,A,2023,2023-10-30,2023-11-11,2025-01-21,Closed
CLM-001251,A,2023,2023-05-21,2023-06-18,2025-05-01,Closed
CLM-001252,A,2023,2023-03-28,2023-04-10,2024-12-31,Closed
CLM-001253,A,2023,2023-04-23,2023-05-19,2024-09-19,Closed
CLM-001254,A,2023,2023-04-19,2023-05-09,2024-05-28,Closed
CLM-001255,A,2023,2023-05-07,2023-05-23,,Open
CLM-001256,A,2023,2023-04-21,2023-05-06,2023-11-22,Closed
CLM-001257,A,2023,2023-06-16,2023-06-30,2025-04-30,Closed
CLM-001258,A,2023,2023-01-15,2023-01-21,2025-03-02,Closed
CLM-001259,A,2023,2023-04-11,2023-05-07,2023-12-10,Closed
CLM-001260,A,2023,2023-04-25,2023-05-18,2024-11-11,Closed
CLM-001261,A,2023,2023-02-25,2023-04-02,2024-09-26,Closed
CLM-001262,A,2023,2023-11-17,2023-11-30,2025-10-28,Closed
CLM-001263,A,2023,2023-09-04,2023-11-18,,Open
CLM-001264,A,2023,2023-11-29,2023-12-14,2025-01-06,Closed
CLM-001265,A,2023,2023-07-24,2023-08-03,2024-07-02,Closed
CLM-001266,A,2023,2023-02-10,2023-02-19,2025-11-11,Closed
CLM-001267,A,2023,2023-11-27,2023-12-02,2025-12-23,Closed
CLM-001268,A,2023,2023-06-17,2023-08-14,2024-10-31,Closed
CLM-001269,A,2023,2023-09-07,2023-10-29,2024-12-14,Closed
CLM-001270,A,2023,2023-05-20,2023-06-19,2024-08-24,Closed
CLM-001271,A,2023,2023-06-30,2023-07-10,2025-07-16,Closed
CLM-001272,A,2023,2023-06-28,2023-09-07,2024-04-26,Closed
CLM-001273,A,2023,2023-04-14,2023-04-29,2024-12-17,Closed
CLM-001274,A,2023,2023-07-22,2023-08-07,2025-03-13,Closed
CLM-001275,A,2023,2023-09-25,2023-11-18,2025-09-08,Closed
CLM-001276,A,2023,2023-01-08,2023-02-08,2023-03-21,Closed
CLM-001277,A,2023,2023-02-17,2023-05-21,2024-10-09,Closed
CLM-001278,A,2023,2023-11-04,2023-11-27,2025-12-07,Closed
CLM-001279,A,2023,2023-07-27,2023-08-11,2025-02-20,Closed
CLM-001280,A,2023,2023-12-22,2024-01-04,,Open
CLM-001281,A,2024,2024-11-28,2024-12-09,,Open
CLM-001282,A,2024,2024-11-15,2024-11-19,,Open
CLM-001283,A,2024,2024-11-20,2024-12-03,,Open
CLM-001284,A,2024,2024-07-06,2024-07-31,,Open
CLM-001285,A,2024,2024-11-19,2024-12-11,2025-10-23,Closed
CLM-001286,A,2024,2024-06-22,2024-08-07,2025-11-05,Closed
CLM-001287,A,2024,2024-01-28,2024-04-15,,Open
CLM-001288,A,2024,2024-03-13,2024-04-16,,Open
CLM-001289,A,2024,2024-04-09,2024-05-31,2025-04-13,Closed
CLM-001290,A,2024,2024-05-17,2024-06-20,,Open
CLM-001291,A,2024,2024-12-09,2025-02-13,,Open
CLM-001292,A,2024,2024-05-01,2024-07-13,2025-01-17,Closed
CLM-001293,A,2024,2024-08-12,2024-09-19,,Open
CLM-001294,A,2024,2024-04-09,2024-05-11,,Open
CLM-001295,A,2024,2024-08-23,2024-09-09,,Open
CLM-001296,A,2024,2024-07-26,2024-08-14,2025-12-25,Closed
CLM-001297,A,2024,2024-02-25,2024-03-11,2025-01-11,Closed
CLM-001298,A,2024,2024-06-18,2024-07-18,2025-07-09,Closed
CLM-001299,A,2024,2024-02-08,2024-02-20,,Open
CLM-001300,A,2024,2024-11-21,2024-12-08,,Open
CLM-001301,A,2024,2024-09-14,2024-09-17,,Open
CLM-001302,A,2024,2024-12-10,2025-02-14,,Open
CLM-001303,A,2024,2024-11-16,2024-12-03,,Open
CLM-001304,A,2024,2024-03-21,2024-04-17,,Open
CLM-001305,A,2024,2024-09-15,2024-11-09,,Open
CLM-001306,A,2024,2024-02-06,2024-03-01,2025-11-05,Closed
CLM-001307,A,2024,2024-12-17,2025-02-09,2025-06-28,Closed
CLM-001308,A,2024,2024-10-14,2024-10-22,,Open
CLM-001309,A,2024,2024-09-06,2024-12-22,,Open
CLM-001310,A,2024,2024-12-30,2025-02-10,,Open
CLM-001311,A,2024,2024-11-05,2024-11-28,,Open
CLM-001312,A,2024,2024-11-12,2025-01-05,,Open
CLM-001313,A,2024,2024-02-06,2024-02-14,,Open
CLM-001314,A,2024,2024-01-09,2024-01-25,,Open
CLM-001315,A,2024,2024-12-17,2025-02-09,,Open
CLM-001316,A,2024,2024-04-01,2024-04-06,,Open
CLM-001317,A,2024,2024-06-05,2024-07-04,2025-09-12,Closed
CLM-001318,A,2024,2024-01-16,2024-02-14,,Open
CLM-001319,A,2024,2024-08-16,2024-11-03,,Open
CLM-001320,A,2024,2024-10-27,2024-11-02,2025-08-13,Closed
CLM-001321,A,2024,2024-11-04,2025-01-04,,Open
CLM-001322,A,2024,2024-07-31,2024-08-13,,Open
CLM-001323,A,2024,2024-08-30,2024-09-13,2025-07-18,Closed
CLM-001324,A,2024,2024-07-07,2024-07-15,,Open
CLM-001325,A,2024,2024-06-12,2024-06-21,,Open
CLM-001326,A,2024,2024-07-21,2024-08-16,2025-12-17,Closed
CLM-001327,A,2024,2024-12-08,2024-12-17,2025-03-11,Closed
CLM-001328,A,2024,2024-04-02,2024-05-05,2024-12-15,Closed
CLM-001329,A,2024,2024-06-21,2024-07-03,2025-10-26,Closed
CLM-001330,A,2024,2024-08-08,2024-08-16,,Open
CLM-001331,A,2024,2024-07-27,2024-08-09,,Open
CLM-001332,A,2024,2024-01-12,2024-02-06,2025-03-27,Closed
CLM-001333,A,2024,2024-04-15,2024-05-01,2025-01-09,Closed
CLM-001334,A,2024,2024-08-24,2024-09-13,,Open
CLM-001335,A,2024,2024-09-11,2024-10-13,2025-12-11,Closed
CLM-001336,A,2024,2024-09-25,2024-11-06,,Open
CLM-001337,A,2024,2024-12-28,2025-01-13,,Open
CLM-001338,A,2024,2024-09-03,2024-09-12,,Open
CLM-001339,A,2024,2024-07-31,2024-08-21,2025-08-01,Closed
CLM-001340,A,2024,2024-05-01,2024-05-28,2025-04-30,Closed
CLM-001341,A,2024,2024-05-15,2024-05-22,2025-03-31,Closed
CLM-001342,A,2024,2024-10-29,2024-11-08,,Open
CLM-001343,A,2024,2024-06-20,2024-07-02,,Open
CLM-001344,A,2024,2024-09-18,2024-10-05,,Open
CLM-001345,A,2024,2024-02-15,2024-02-26,2025-06-24,Closed
CLM-001346,A,2024,2024-02-16,2024-03-19,2025-01-09,Closed
CLM-001347,A,2024,2024-03-19,2024-03-25,2025-04-13,Closed
CLM-001348,A,2024,2024-03-12,2024-03-18,2025-06-13,Closed
CLM-001349,A,2024,2024-08-10,2024-08-25,,Open
CLM-001350,A,2024,2024-08-21,2024-09-07,2025-11-13,Closed
CLM-001351,A,2024,2024-07-23,2024-07-30,2025-07-05,Closed
CLM-001352,A,2024,2024-04-15,2024-04-28,2025-06-28,Closed
CLM-001353,A,2024,2024-07-30,2024-08-14,2025-11-08,Closed
CLM-001354,A,2024,2024-02-13,2024-02-28,2024-10-27,Closed
CLM-001355,A,2024,2024-06-22,2024-07-14,2025-08-08,Closed
CLM-001356,A,2024,2024-02-26,2024-03-09,2025-04-27,Closed
CLM-001357,A,2024,2024-01-29,2024-03-25,,Open
CLM-001358,A,2024,2024-03-01,2024-03-29,,Open
CLM-001359,A,2024,2024-02-10,2024-02-21,,Open
CLM-001360,A,2024,2024-06-23,2024-07-14,,Open
CLM-001361,A,2024,2024-07-18,2024-08-08,,Open
CLM-001362,A,2024,2024-08-10,2024-09-25,,Open
CLM-001363,A,2024,2024-06-09,2024-06-22,,Open
CLM-001364,A,2024,2024-03-05,2024-04-08,2025-06-19,Closed
CLM-001365,A,2024,2024-01-08,2024-01-28,2025-06-25,Closed
CLM-001366,A,2024,2024-09-17,2024-11-12,2025-05-28,Closed
CLM-001367,A,2024,2024-12-25,2025-02-12,,Open
CLM-001368,A,2024,2024-04-12,2024-05-04,,Open
CLM-001369,A,2024,2024-03-15,2024-03-31,2025-06-20,Closed
CLM-001370,A,2024,2024-04-24,2024-05-22,2025-08-31,Closed
CLM-001371,A,2024,2024-03-19,2024-04-05,,Open
CLM-001372,A,2024,2024-03-22,2024-05-25,,Open
CLM-001373,A,2024,2024-06-30,2024-07-21,,Open
CLM-001374,A,2024,2024-10-14,2024-10-29,,Open
CLM-001375,A,2024,2024-09-17,2024-10-01,,Open
CLM-001376,A,2024,2024-12-17,,,Open
CLM-001377,A,2024,2024-05-10,2024-06-08,2025-07-16,Closed
CLM-001378,A,2024,2024-06-29,2024-07-10,,Open
CLM-001379,A,2024,2024-05-19,2024-07-01,,Open
CLM-001380,A,2024,2024-01-16,2024-01-24,2025-12-28,Closed
CLM-001381,A,2024,2024-05-22,2024-06-12,,Open
CLM-001382,A,2024,2024-04-05,2024-05-19,2025-01-31,Closed
CLM-001383,A,2024,2024-06-24,2024-06-28,2024-12-09,Closed
CLM-001384,A,2024,2024-02-27,2024-05-19,2025-06-14,Closed
CLM-001385,A,2024,2024-09-28,2024-10-12,2025-07-29,Closed
CLM-001386,A,2024,2024-11-04,2024-11-26,,Open
CLM-001387,A,2024,2024-12-17,2025-01-15,,Open
CLM-001388,A,2024,2024-02-01,2024-03-05,2024-11-15,Closed
CLM-001389,A,2024,2024-02-13,2024-03-08,2024-09-09,Closed
CLM-001390,A,2024,2024-12-19,2025-01-28,,Open
CLM-001391,A,2024,2024-11-06,2024-12-04,2025-08-09,Closed
CLM-001392,A,2024,2024-08-03,2024-10-10,2025-03-30,Closed
CLM-001393,A,2024,2024-04-27,2024-05-25,2025-05-22,Closed
CLM-001394,A,2024,2024-07-08,2024-09-25,,Open
CLM-001395,A,2024,2024-07-15,2024-08-21,,Open
CLM-001396,A,2024,2024-11-06,2024-11-11,,Open
CLM-001397,A,2024,2024-07-12,2024-11-13,,Open
CLM-001398,A,2024,2024-01-11,2024-01-24,2024-07-23,Closed
CLM-001399,A,2024,2024-09-13,2024-11-08,,Open
CLM-001400,A,2024,2024-10-11,2024-10-31,,Open
CLM-001401,A,2024,2024-04-19,2024-05-31,,Open
CLM-001402,A,2024,2024-02-12,2024-02-24,,Open
CLM-001403,A,2024,2024-02-22,2024-03-23,,Open
CLM-001404,A,2024,2024-11-03,2024-11-19,2025-12-17,Closed
CLM-001405,A,2024,2024-06-12,2024-08-11,,Open
CLM-001406,A,2024,2024-07-12,2024-08-08,2025-07-08,Closed
CLM-001407,A,2024,2024-12-17,2025-01-24,,Open
CLM-001408,A,2024,2024-01-23,2024-01-27,,Open
CLM-001409,A,2024,2024-03-16,2024-04-03,2025-11-11,Closed
CLM-001410,A,2024,2024-10-31,2024-11-26,,Open
CLM-001411,A,2024,2024-07-16,2024-08-08,,Open
CLM-001412,A,2024,2024-01-10,2024-02-18,,Open
CLM-001413,A,2024,2024-09-14,2024-09-29,,Open
CLM-001414,A,2024,2024-02-20,2024-03-11,2025-05-03,Closed
CLM-001415,A,2024,2024-10-13,2024-11-27,,Open
CLM-001416,A,2024,2024-10-19,2024-10-23,,Open
CLM-001417,A,2024,2024-10-28,2024-11-27,,Open
CLM-001418,A,2024,2024-06-19,2024-07-04,,Open
CLM-001419,A,2024,2024-04-08,2024-04-18,2025-05-28,Closed
CLM-001420,A,2024,2024-11-18,2024-12-13,,Open
CLM-001421,A,2024,2024-07-23,2024-09-08,2025-11-26,Closed
CLM-001422,A,2024,2024-08-20,2024-09-30,,Open
CLM-001423,A,2024,2024-02-19,2024-03-08,2025-05-24,Closed
CLM-001424,A,2024,2024-08-16,2024-09-21,,Open
CLM-001425,A,2024,2024-07-31,2024-09-05,,Open
CLM-001426,A,2024,2024-04-16,2024-05-04,2025-01-08,Closed
CLM-001427,A,2024,2024-10-07,2024-10-19,,Open
CLM-001428,A,2024,2024-02-18,2024-03-01,,Open
CLM-001429,A,2024,2024-09-20,2024-10-25,,Open
CLM-001430,A,2024,2024-12-17,2025-01-05,,Open
CLM-001431,A,2024,2024-07-26,2024-08-04,2025-01-25,Closed
CLM-001432,A,2024,2024-02-08,2024-02-14,2024-12-22,Closed
CLM-001433,A,2024,2024-07-21,2024-08-25,,Open
CLM-001434,A,2024,2024-07-12,2024-07-25,,Open
CLM-001435,A,2024,2024-07-21,2024-08-15,,Open
CLM-001436,A,2024,2024-04-09,2024-05-26,2025-06-03,Closed
CLM-001437,A,2024,2024-08-17,2024-08-25,,Open
CLM-001438,A,2024,2024-04-06,2024-04-25,2024-09-17,Closed
CLM-001439,A,2024,2024-07-23,2024-08-09,,Open
CLM-001440,A,2024,2024-08-05,2024-08-31,,Open
CLM-001441,A,2024,2024-08-24,2024-10-10,,Open
CLM-001442,A,2024,2024-10-19,2024-10-26,2025-07-04,Closed
CLM-001443,A,2024,2024-11-19,2024-12-18,,Open
CLM-001444,A,2024,2024-10-11,2024-11-21,,Open
CLM-001445,A,2024,2024-10-18,2024-11-04,,Open
CLM-001446,A,2024,2024-11-13,2024-12-01,2025-12-15,Closed
CLM-001447,A,2024,2024-03-29,2024-04-24,2025-07-02,Closed
CLM-001448,A,2024,2024-04-17,2024-05-12,2025-06-12,Closed
CLM-001449,A,2024,2024-07-14,2024-08-13,,Open
CLM-001450,A,2024,2024-06-19,2024-07-18,,Open
CLM-001451,A,2024,2024-09-13,2024-09-23,,Open
CLM-001452,A,2024,2024-01-04,2024-02-13,,Open
CLM-001453,A,2024,2024-02-20,2024-04-05,,Open
CLM-001454,A,2024,2024-09-30,2024-10-22,2025-08-08,Closed
CLM-001455,A,2024,2024-10-27,2024-11-03,,Open
CLM-001456,A,2024,2024-04-20,2024-05-08,,Open
CLM-001457,A,2024,2024-04-23,2024-05-15,2025-09-02,Closed
CLM-001458,A,2024,2024-07-24,2024-08-01,2025-01-05,Closed
CLM-001459,A,2024,2024-06-23,2024-07-08,2025-02-18,Closed
CLM-001460,A,2024,2024-03-02,2024-03-09,2025-03-15,Closed
CLM-001461,A,2024,2024-07-02,2024-08-01,,Open
CLM-001462,A,2024,2024-10-26,2024-11-17,,Open
CLM-001463,A,2024,2024-09-24,2024-09-30,,Open
CLM-001464,A,2024,2024-10-26,2024-11-20,,Open
CLM-001465,A,2024,2024-08-23,2024-09-11,,Open
CLM-001466,A,2024,2024-11-17,2024-12-15,2025-10-01,Closed
CLM-001467,A,2024,2024-04-01,2024-04-16,,Open
CLM-001468,A,2024,2024-01-17,2024-01-28,,Open
CLM-001469,A,2024,2024-02-11,2024-02-22,,Open
CLM-001470,A,2024,2024-12-29,2025-01-11,,Open
CLM-001471,A,2024,2024-08-22,2024-09-11,,Open
CLM-001472,A,2024,2024-03-31,2024-04-22,,Open
CLM-001473,A,2024,2024-11-08,2024-11-25,,Open
CLM-001474,A,2024,2024-04-23,2024-05-07,,Open
CLM-001475,A,2024,2024-08-06,2024-08-21,,Open
CLM-001476,A,2024,2024-04-01,2024-07-25,2025-05-25,Closed
CLM-001477,A,2024,2024-02-04,2024-02-15,2025-05-07,Closed
CLM-001478,A,2024,2024-04-07,2024-04-20,2025-08-12,Closed
CLM-001479,A,2024,2024-03-24,2024-10-10,,Open
CLM-001480,A,2024,2024-07-21,2024-08-16,,Open
CLM-001481,A,2024,2024-01-08,2024-01-15,2025-10-27,Closed
CLM-001482,A,2024,2024-03-28,2024-05-03,,Open
CLM-001483,A,2024,2024-07-26,2024-08-05,2025-09-09,Closed
CLM-001484,A,2024,2024-05-24,2024-06-30,,Open
CLM-001485,A,2024,2024-08-20,2024-09-06,,Open
CLM-001486,A,2024,2024-08-27,2024-09-10,,Open
CLM-001487,A,2024,2024-12-19,2025-02-18,2025-11-28,Closed
CLM-001488,A,2024,2024-11-01,2024-11-30,,Open
CLM-001489,A,2024,2024-03-24,2024-05-02,2025-08-26,Closed
CLM-001490,A,2024,2024-09-10,2024-10-07,,Open
CLM-001491,A,2024,2024-08-17,2024-08-31,2025-10-21,Closed
CLM-001492,A,2024,2024-08-05,2024-09-04,,Open
CLM-001493,A,2024,2024-10-19,2024-12-04,,Open
CLM-001494,A,2024,2024-02-24,2024-03-16,2025-09-03,Closed
CLM-001495,A,2024,2024-05-17,2024-07-26,,Open
CLM-001496,A,2024,2024-10-25,2024-11-30,,Open
CLM-001497,A,2024,2024-11-22,2024-12-15,,Open
CLM-001498,A,2024,2024-01-14,2024-02-06,,Open
CLM-001499,A,2024,2024-06-21,2024-07-13,,Open
CLM-001500,A,2024,2024-04-06,2024-04-14,,Open
CLM-001501,A,2024,2024-03-02,2024-03-20,2025-08-18,Closed
CLM-001502,A,2024,2024-01-21,2024-02-13,2025-09-25,Closed
CLM-001503,A,2024,2024-07-15,2024-07-29,,Open
CLM-001504,A,2024,2024-09-01,2024-09-26,,Open
CLM-001505,A,2024,2024-07-13,2024-08-02,,Open
CLM-001506,A,2024,2024-05-14,2024-06-17,,Open
CLM-001507,A,2024,2024-10-09,2024-11-09,,Open
CLM-001508,A,2024,2024-08-26,2024-09-17,,Open
CLM-001509,A,2024,2024-11-28,2024-12-05,,Open
CLM-001510,A,2024,2024-05-07,2024-07-16,,Open
CLM-001511,A,2024,2024-03-28,2024-04-15,2025-04-04,Closed
CLM-001512,A,2024,2024-06-15,2024-07-03,2024-11-18,Closed
CLM-001513,A,2024,2024-07-04,2024-07-19,2024-12-02,Closed
CLM-001514,A,2024,2024-06-16,2024-06-30,,Open
CLM-001515,A,2024,2024-10-31,2024-12-28,,Open
CLM-001516,A,2024,2024-01-17,2024-03-09,2025-04-15,Closed
CLM-001517,A,2024,2024-07-12,2024-08-08,,Open
CLM-001518,A,2024,2024-06-06,2024-06-24,2025-08-20,Closed
CLM-001519,A,2024,2024-03-18,2024-04-17,2024-12-13,Closed
CLM-001520,A,2024,2024-08-22,2024-09-12,2025-11-06,Closed
CLM-001521,A,2024,2024-10-20,2024-11-06,,Open
CLM-001522,A,2024,2024-07-18,2024-08-12,,Open
CLM-001523,A,2024,2024-02-01,2024-02-15,2024-11-30,Closed
CLM-001524,A,2024,2024-01-28,2024-02-20,2024-09-15,Closed
CLM-001525,A,2024,2024-06-03,2024-06-26,,Open
CLM-001526,A,2024,2024-09-01,2024-10-01,,Open
CLM-001527,A,2024,2024-04-24,2024-05-06,,Open
CLM-001528,A,2024,2024-04-23,2024-05-25,,Open
CLM-001529,A,2024,2024-11-10,2024-11-20,,Open
CLM-001530,A,2024,2024-01-06,2024-01-19,,Open
CLM-001531,A,2024,2024-01-30,2024-02-12,,Open
CLM-001532,A,2024,2024-02-26,2024-03-06,,Open
CLM-001533,A,2024,2024-12-25,2025-02-03,,Open
CLM-001534,A,2024,2024-07-01,2024-07-11,2025-09-20,Closed
CLM-001535,A,2024,2024-02-27,2024-03-10,2024-09-20,Closed
CLM-001536,A,2024,2024-04-23,2024-06-10,2024-11-03,Closed
CLM-001537,A,2024,2024-12-20,2025-01-02,,Open
CLM-001538,A,2024,2024-09-11,2024-09-28,2025-03-06,Closed
CLM-001539,A,2024,2024-03-22,2024-03-31,2025-06-18,Closed
CLM-001540,A,2024,2024-03-29,2024-05-03,2025-09-28,Closed
CLM-001541,A,2024,2024-01-28,2024-03-04,2025-02-10,Closed
CLM-001542,A,2024,2024-10-09,2024-11-11,,Open
CLM-001543,A,2024,2024-02-20,2024-03-20,2025-08-08,Closed
CLM-001544,A,2024,2024-04-14,2024-05-05,2025-06-26,Closed
CLM-001545,A,2024,2024-05-07,2024-05-20,2025-09-30,Closed
CLM-001546,A,2024,2024-08-15,2024-08-26,,Open
CLM-001547,A,2024,2024-08-09,2024-09-27,,Open
CLM-001548,A,2024,2024-10-19,2024-11-22,2025-10-22,Closed
CLM-001549,A,2024,2024-04-18,2024-04-30,,Open
CLM-001550,A,2024,2024-05-21,2024-06-10,2025-06-29,Closed
CLM-001551,A,2024,2024-05-22,2024-06-07,2025-04-07,Closed
CLM-001552,A,2024,2024-01-18,2024-01-27,,Open
CLM-001553,A,2024,2024-09-26,2024-10-18,,Open
CLM-001554,A,2024,2024-07-14,2024-07-28,2025-08-13,Closed
CLM-001555,A,2024,2024-06-23,2024-07-03,2025-07-16,Closed
CLM-001556,A,2024,2024-12-30,2025-01-06,2025-05-15,Closed
